"Phase","FLDNAME","TBLNAME","CRFNAME","TEXT","TYPE","LENGTH","CODE","UNITS"
"ADNIGO","MEMORY1","ECOGPT","Everyday Cognition - Participant Self-Report","1. Remembering a few shopping items without a list.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","MEMORY2","ECOGPT","Everyday Cognition - Participant Self-Report","2. Remembering things that happened recently (such as recent outings, events in the news).","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","MEMORY3","ECOGPT","Everyday Cognition - Participant Self-Report","3. Recalling conversations a few days later.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","MEMORY4","ECOGPT","Everyday Cognition - Participant Self-Report","4. Remembering where I have placed objects.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","MEMORY5","ECOGPT","Everyday Cognition - Participant Self-Report","5. Repeating stories and/or questions.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","MEMORY6","ECOGPT","Everyday Cognition - Participant Self-Report","6. Remembering the current date or day of the week.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","MEMORY7","ECOGPT","Everyday Cognition - Participant Self-Report","7. Remembering I have already told someone something.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","MEMORY8","ECOGPT","Everyday Cognition - Participant Self-Report","8. Remembering appointments, meetings, or engagements.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","LANG1","ECOGPT","Everyday Cognition - Participant Self-Report","1. Forgetting the names of objects.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","LANG2","ECOGPT","Everyday Cognition - Participant Self-Report","2. Verbally giving instructions to others.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","LANG3","ECOGPT","Everyday Cognition - Participant Self-Report","3. Finding the right words to use in conversations.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","LANG4","ECOGPT","Everyday Cognition - Participant Self-Report","4. Communicating thoughts in a conversation.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","LANG5","ECOGPT","Everyday Cognition - Participant Self-Report","5. Following a story in a book or on TV.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","LANG6","ECOGPT","Everyday Cognition - Participant Self-Report","6. Understanding the point of what other people are trying to say.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","LANG7","ECOGPT","Everyday Cognition - Participant Self-Report","7. Remembering the meaning of common words.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","LANG8","ECOGPT","Everyday Cognition - Participant Self-Report","8. Describing a program I have watched on TV.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","LANG9","ECOGPT","Everyday Cognition - Participant Self-Report","9. Understanding spoken directions or instructions.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","VISSPAT1","ECOGPT","Everyday Cognition - Participant Self-Report","1. Following a map to find a new location.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","VISSPAT2","ECOGPT","Everyday Cognition - Participant Self-Report","2. Reading a map and helping with directions when someone else is driving.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","VISSPAT3","ECOGPT","Everyday Cognition - Participant Self-Report","3. Finding my car in a parking lot.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","VISSPAT4","ECOGPT","Everyday Cognition - Participant Self-Report","4. Finding my way back to a meeting spot in the mall or other location.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","VISSPAT5","ECOGPT","Everyday Cognition - Participant Self-Report","Duplicate Field Removed:  5. Following a story in a book or on TV.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","VISSPAT6","ECOGPT","Everyday Cognition - Participant Self-Report","5. Finding my way around a familiar neighborhood.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","VISSPAT7","ECOGPT","Everyday Cognition - Participant Self-Report","6. Finding my way around a familiar store.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","VISSPAT8","ECOGPT","Everyday Cognition - Participant Self-Report","7. Finding my way around a house visited many times.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","PLAN1","ECOGPT","Everyday Cognition - Participant Self-Report","1. Planning a sequence of stops on a shopping trip.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","PLAN2","ECOGPT","Everyday Cognition - Participant Self-Report","2. The ability to anticipate weather changes and plan accordingly (i.e., bring a coat or umbrella)","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","PLAN3","ECOGPT","Everyday Cognition - Participant Self-Report","3. Developing a schedule in advance of anticipated events.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","PLAN4","ECOGPT","Everyday Cognition - Participant Self-Report","4. Thinking things through before acting.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","PLAN5","ECOGPT","Everyday Cognition - Participant Self-Report","5. Thinking ahead.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","ORGAN1","ECOGPT","Everyday Cognition - Participant Self-Report","1. Keeping living and work space organized.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","ORGAN2","ECOGPT","Everyday Cognition - Participant Self-Report","2. Balancing the checkbook without error.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","ORGAN3","ECOGPT","Everyday Cognition - Participant Self-Report","3. Keeping financial records organized.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","ORGAN4","ECOGPT","Everyday Cognition - Participant Self-Report","4. Prioritizing tasks by importance.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","ORGAN5","ECOGPT","Everyday Cognition - Participant Self-Report","5. Keeping mail and papers organized.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","ORGAN6","ECOGPT","Everyday Cognition - Participant Self-Report","6. Using an organized strategy to manage a medication schedule involving multiple medications.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","DIVATT1","ECOGPT","Everyday Cognition - Participant Self-Report","1. The ability to do two things at once.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","DIVATT2","ECOGPT","Everyday Cognition - Participant Self-Report","2. Returning to a task after being interrupted.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","DIVATT3","ECOGPT","Everyday Cognition - Participant Self-Report","3. The ability to concentrate on a task without being distracted by external things in the environment.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","DIVATT4","ECOGPT","Everyday Cognition - Participant Self-Report","4. Cooking or working and talking at the same time.","N","1","1=1- Better or no change; 2=2- Questionable/occasionally worse; 3=3- Consistently a little worse; 4=4- Consistently much worse; 9=9- I don't know",""
"ADNIGO","STAFFASST","ECOGPT","Everyday Cognition - Participant Self-Report","1. How much assistance was needed from the research staff to complete this form?","N","1","1=None; 2=A little; 3=A lot; 4=Participant too cognitively impaired to complete",""
"ADNIGO","VALIDITY","ECOGPT","Everyday Cognition - Participant Self-Report","2. Validity of the information collected from the participant (based on research assistant's observations and interactions with the participant while they were completing the ECog):","N","1","1=1- Appeared Valid--The participant did not express any confusion or ask for any clarification in completing the ECog.;2=2- Questionable Validity--The participant needed to have the instructions repeated, and/or needed help in understanding a few of the items.; 3=3- Appeared Invalid--The participant was clearly confused about the content of many of the questions or how to complete the form in general.;4=No information collected from participant",""
"ADNIGO","CONCERN","ECOGPT","Everyday Cognition - Participant Self-Report","Are you concerned that you have a memory or other thinking problem?","N","1","1=Yes;0=No",""
"ADNIGO","VISORDER","VISITS","","","N","38","",""
"ADNIGO","ID","FAQ","Functional Assessment Questionnaire","Record ID","N","38","""crfname"",""Functional Assessment Questionnaire"",""indexes"",""adnigo_faq_idx=RID,VISCODE,ENTRY"",""notnullcols"",""ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE""",""
"ADNIGO","SX","FAQ","Functional Assessment Questionnaire","","N","10 digits","",""
"ADNIGO","RID","FAQ","Functional Assessment Questionnaire","Participant roster ID","N","38 digits","",""
"ADNIGO","SITEID","FAQ","Functional Assessment Questionnaire","Site ID","N","38 digits","",""
"ADNIGO","VISCODE","FAQ","Functional Assessment Questionnaire","Visit code","T","20 characters","",""
"ADNIGO","VISCODE2","FAQ","Functional Assessment Questionnaire","Translated visit code","T","20 characters","",""
"ADNIGO","ENTRY","FAQ","Functional Assessment Questionnaire","","N","1 digit","",""
"ADNIGO","VERIFY","FAQ","Functional Assessment Questionnaire","","N","1 digit","",""
"ADNIGO","USERID","FAQ","Functional Assessment Questionnaire","","T","100 characters","",""
"ADNIGO","USERDATE","FAQ","Functional Assessment Questionnaire","Date record created","S","100 digits","",""
"ADNIGO","USERID2","FAQ","Functional Assessment Questionnaire","","T","100 characters","",""
"ADNIGO","USERDATE2","FAQ","Functional Assessment Questionnaire","Date record last updated","S","100 digits","",""
"ADNIGO","FAQFINAN","FAQ","Functional Assessment Questionnaire","1. Writing checks, paying bills, or balancing checkbook.","N","1","0=Normal (0);1=Never did, but could do now (0);2=Never did, would have difficulty now (1);3=Has difficulty, but does by self (1);4=Requires assistance (2);5=Dependent (3)",""
"ADNIGO","FAQFORM","FAQ","Functional Assessment Questionnaire","2. Assembling tax records, business affairs, or other papers.","N","1","0=Normal (0);1=Never did, but could do now (0);2=Never did, would have difficulty now (1);3=Has difficulty, but does by self (1);4=Requires assistance (2);5=Dependent (3)",""
"ADNIGO","FAQSHOP","FAQ","Functional Assessment Questionnaire","3. Shopping alone for clothes, household necessities, or groceries.","N","1","0=Normal (0);1=Never did, but could do now (0);2=Never did, would have difficulty now (1);3=Has difficulty, but does by self (1);4=Requires assistance (2);5=Dependent (3)",""
"ADNIGO","FAQGAME","FAQ","Functional Assessment Questionnaire","4. Playing a game of skill such as bridge or chess, working on a hobby.","N","1","0=Normal (0);1=Never did, but could do now (0);2=Never did, would have difficulty now (1);3=Has difficulty, but does by self (1);4=Requires assistance (2);5=Dependent (3)",""
"ADNIGO","FAQBEVG","FAQ","Functional Assessment Questionnaire","5. Heating water, making a cup of coffee, turing off the stove.","N","1","0=Normal (0);1=Never did, but could do now (0);2=Never did, would have difficulty now (1);3=Has difficulty, but does by self (1);4=Requires assistance (2);5=Dependent (3)",""
"ADNIGO","FAQMEAL","FAQ","Functional Assessment Questionnaire","6. Preparing a balanced meal.","N","1","0=Normal (0);1=Never did, but could do now (0);2=Never did, would have difficulty now (1);3=Has difficulty, but does by self (1);4=Requires assistance (2);5=Dependent (3)",""
"ADNIGO","FAQEVENT","FAQ","Functional Assessment Questionnaire","7. Keeping track of current events.","N","1","0=Normal (0);1=Never did, but could do now (0);2=Never did, would have difficulty now (1);3=Has difficulty, but does by self (1);4=Requires assistance (2);5=Dependent (3)",""
"ADNIGO","FAQTV","FAQ","Functional Assessment Questionnaire","8. Paying attention to and understanding a TV program, book, or magazine.","N","1","0=Normal (0);1=Never did, but could do now (0);2=Never did, would have difficulty now (1);3=Has difficulty, but does by self (1);4=Requires assistance (2);5=Dependent (3)",""
"ADNIGO","FAQREM","FAQ","Functional Assessment Questionnaire","9. Remembering appointments, family occasions, holidays, medications.","N","1","0=Normal (0);1=Never did, but could do now (0);2=Never did, would have difficulty now (1);3=Has difficulty, but does by self (1);4=Requires assistance (2);5=Dependent (3)",""
"ADNIGO","FAQTRAVL","FAQ","Functional Assessment Questionnaire","10. Traveling out of the neighborhood, driving, or arranging to take public transportation.","N","1","0=Normal (0);1=Never did, but could do now (0);2=Never did, would have difficulty now (1);3=Has difficulty, but does by self (1);4=Requires assistance (2);5=Dependent (3)",""
"ADNIGO","FAQTOTAL","FAQ","Functional Assessment Questionnaire","Total Score","N","2","0..30",""
